UNI_NUM,BNS_NUM,BNS_SYM,OG_NUM,OG_SYM
714,84.54,P4_2/m',84.4.716,P4_2/m'
715,84.55,P4_2'/m',84.5.717,P4_2'/m'
716,84.56,P_c4_2/m,83.9.711,P_2c4'/m
717,84.57,P_C4_2/m,84.6.718,P_P4_2/m
718,84.58,P_I4_2/m,87.7.739,I_P4'/m
719,85.59,P4/n,85.1.720,P4/n
720,85.60,P4/n1',85.2.721,P4/n1'
721,85.61,P4'/n,85.3.722,P4'/n
722,85.62,P4/n',85.4.723,P4/n'
723,85.63,P4'/n',85.5.724,P4'/n'
724,85.64,P_c4/n,85.6.725,P_2c4/n
725,85.65,P_C4/n,83.10.712,P_P4/m'
726,85.66,P_I4/n,87.8.740,I_P4/m'
727,86.67,P4_2/n,86.1.727,P4_2/n
728,86.68,P4_2/n1',86.2.728,P4_2/n1'
729,86.69,P4_2'/n,86.3.729,P4_2'/n
730,86.70,P4_2/n',86.4.730,P4_2/n'
731,86.71,P4_2'/n',86.5.731,P4_2'/n'
732,86.72,P_c4_2/n,85.7.726,P_2c4'/n
733,86.73,P_C4_2/n,84.7.719,P_P4_2/m'
734,86.74,P_I4_2/n,87.9.741,I_P4'/m'
735,87.75,I4/m,87.1.733,I4/m
736,87.76,I4/m1',87.2.734,I4/m1'
737,87.77,I4'/m,87.3.735,I4'/m
738,87.78,I4/m',87.4.736,I4/m'
739,87.79,I4'/m',87.5.737,I4'/m'
740,87.80,I_c4/m,83.8.710,P_I4/m
741,88.81,I4_1/a,88.1.742,I4_1/a
742,88.82,I4_1/a1',88.2.743,I4_1/a1'
743,88.83,I4_1'/a,88.3.744,I4_1'/a
744,88.84,I4_1/a',88.4.745,I4_1/a'
745,88.85,I4_1'/a',88.5.746,I4_1'/a'
746,88.86,I_c4_1/a,86.6.732,P_I4_2/n
747,89.87,P422,89.1.747,P422
748,89.88,P4221',89.2.748,P4221'
749,89.89,P4'22',89.3.749,P4'22'
750,89.90,P42'2',89.4.750,P42'2'
751,89.91,P4'2'2,89.5.751,P4'2'2
752,89.92,P_c422,89.6.752,P_2c422
753,89.93,P_C422,89.7.753,P_P422
754,89.94,P_I422,97.6.810,I_P422
755,90.95,P42_12,90.1.757,P42_12
756,90.96,P42_121',90.2.758,P42_121'
757,90.97,P4'2_12',90.3.759,P4'2_12'
758,90.98,P42_1'2',90.4.760,P42_1'2'
759,90.99,P4'2_1'2,90.5.761,P4'2_1'2
760,90.100,P_c42_12,90.6.762,P_2c42_12
761,90.101,P_C42_12,89.10.756,P_P4'22'
762,90.102,P_I42_12,97.8.812,I_P42'2'
763,91.103,P4_122,91.1.764,P4_122
764,91.104,P4_1221',91.2.765,P4_1221'
765,91.105,P4_1'22',91.3.766,P4_1'22'
766,91.106,P4_12'2',91.4.767,P4_12'2'
767,91.107,P4_1'2'2,91.5.768,P4_1'2'2
768,91.108,P_c4_122,93.6.781,P_2c4_222'
769,91.109,P_C4_122,91.6.769,P_P4_122
770,91.110,P_I4_122,98.6.819,I_P4_122
771,92.111,P4_12_12,92.1.771,P4_12_12
772,92.112,P4_12_121',92.2.772,P4_12_121'
773,92.113,P4_1'2_12',92.3.773,P4_1'2_12'
774,92.114,P4_12_1'2',92.4.774,P4_12_1'2'
775,92.115,P4_1'2_1'2,92.5.775,P4_1'2_1'2
776,92.116,P_c4_12_12,94.6.791,P_2c4_22_12
777,92.117,P_C4_12_12,91.7.770,P_P4_1'22'
778,92.118,P_I4_12_12,98.8.821,I_P4_12'2'
779,93.119,P4_222,93.1.776,P4_222
780,93.120,P4_2221',93.2.777,P4_2221'
781,93.121,P4_2'22',93.3.778,P4_2'22'
782,93.122,P4_22'2',93.4.779,P4_22'2'
783,93.123,P4_2'2'2,93.5.780,P4_2'2'2
784,93.124,P_c4_222,89.9.755,P_2c4'22'
785,93.125,P_C4_222,93.7.782,P_P4_222
786,93.126,P_I4_222,97.7.811,I_P4'22'
787,94.127,P4_22_12,94.1.786,P4_22_12
788,94.128,P4_22_121',94.2.787,P4_22_121'
789,94.129,P4_2'2_12',94.3.788,P4_2'2_12'
790,94.130,P4_22_1'2',94.4.789,P4_22_1'2'
791,94.131,P4_2'2_1'2,94.5.790,P4_2'2_1'2
792,94.132,P_c4_22_12,90.7.763,P_2c4'2_1'2
793,94.133,P_C4_22_12,93.10.785,P_P4_2'22'
794,94.134,P_I4_22_12,97.9.813,I_P4'2'2
795,95.135,P4_322,95.1.793,P4_322
796,95.136,P4_3221',95.2.794,P4_3221'
797,95.137,P4_3'22',95.3.795,P4_3'22'
798,95.138,P4_32'2',95.4.796,P4_32'2'
799,95.139,P4_3'2'2,95.5.797,P4_3'2'2
800,95.140,P_c4_322,93.9.784,P_2c4_2'22
801,95.141,P_C4_322,95.6.798,P_P4_322
802,95.142,P_I4_322,98.7.820,I_P4_1'22'
803,96.143,P4_32_12,96.1.800,P4_32_12
804,96.144,P4_32_121',96.2.801,P4_32_121'
805,96.145,P4_3'2_12',96.3.802,P4_3'2_12'
806,96.146,P4_32_1'2',96.4.803,P4_32_1'2'
807,96.147,P4_3'2_1'2,96.5.804,P4_3'2_1'2
808,96.148,P_c4_32_12,94.7.792,P_2c4_2'2_1'2
809,96.149,P_C4_32_12,95.7.799,P_P4_3'22'
810,96.150,P_I4_32_12,98.9.822,I_P4_1'2'2
811,97.151,I422,97.1.805,I422
812,97.152,I4221',97.2.806,I4221'
813,97.153,I4'22',97.3.807,I4'22'
814,97.154,I42'2',97.4.808,I42'2'
815,97.155,I4'2'2,97.5.809,I4'2'2
816,97.156,I_c422,89.8.754,P_I422
817,98.157,I4_122,98.1.814,I4_122
818,98.158,I4_1221',98.2.815,I4_1221'
819,98.159,I4_1'22',98.3.816,I4_1'22'
820,98.160,I4_12'2',98.4.817,I4_12'2'
821,98.161,I4_1'2'2,98.5.818,I4_1'2'2
822,98.162,I_c4_122,93.8.783,P_I4_222'
823,99.163,P4mm,99.1.823,P4mm
824,99.164,P4mm1',99.2.824,P4mm1'
825,99.165,P4'm'm,99.3.825,P4'm'm
826,99.166,P4'mm',99.4.826,P4'mm'
827,99.167,P4m'm',99.5.827,P4m'm'
828,99.168,P_c4mm,99.6.828,P_2c4mm
829,99.169,P_C4mm,99.7.829,P_P4mm
830,99.170,P_I4mm,107.6.888,I_P4mm
831,100.171,P4bm,100.1.836,P4bm
832,100.172,P4bm1',100.2.837,P4bm1'
833,100.173,P4'b'm,100.3.838,P4'b'm
834,100.174,P4'bm',100.4.839,P4'bm'
835,100.175,P4b'm',100.5.840,P4b'm'
836,100.176,P_c4bm,100.6.841,P_2c4bm
837,100.177,P_C4bm,99.12.834,P_P4'mm'
838,100.178,P_I4bm,108.6.897,I_P4cm
839,101.179,P4_2cm,101.1.845,P4_2cm
840,101.180,P4_2cm1',101.2.846,P4_2cm1'
841,101.181,P4_2'c'm,101.3.847,P4_2'c'm
842,101.182,P4_2'cm',101.4.848,P4_2'cm'
843,101.183,P4_2c'm',101.5.849,P4_2c'm'
844,101.184,P_c4_2cm,99.9.831,P_2c4'm'm
845,101.185,P_C4_2cm,105.6.876,P_P4_2mc
846,101.186,P_I4_2cm,108.7.898,I_P4'c'm
847,102.187,P4_2nm,102.1.852,P4_2nm
848,102.188,P4_2nm1',102.2.853,P4_2nm1'
849,102.189,P4_2'n'm,102.3.854,P4_2'n'm
850,102.190,P4_2'nm',102.4.855,P4_2'nm'
851,102.191,P4_2n'm',102.5.856,P4_2n'm'
852,102.192,P_c4_2nm,100.7.842,P_2c4'b'm
853,102.193,P_C4_2nm,105.7.877,P_P4_2'mc'
854,102.194,P_I4_2nm,107.7.889,I_P4'm'm
855,103.195,P4cc,103.1.859,P4cc
856,103.196,P4cc1',103.2.860,P4cc1'
857,103.197,P4'c'c,103.3.861,P4'c'c
858,103.198,P4'cc',103.4.862,P4'cc'
859,103.199,P4c'c',103.5.863,P4c'c'
860,103.200,P_c4cc,99.11.833,P_2c4m'm'
861,103.201,P_C4cc,103.6.864,P_P4cc
862,103.202,P_I4cc,108.9.900,I_P4c'm'
863,104.203,P4nc,104.1.866,P4nc
864,104.204,P4nc1',104.2.867,P4nc1'
865,104.205,P4'n'c,104.3.868,P4'n'c
866,104.206,P4'nc',104.4.869,P4'nc'
867,104.207,P4n'c',104.5.870,P4n'c'
868,104.208,P_c4nc,100.9.844,P_2c4b'm'
869,104.209,P_C4nc,103.7.865,P_P4'cc'
870,104.210,P_I4nc,107.9.891,I_P4m'm'
871,105.211,P4_2mc,105.1.871,P4_2mc
872,105.212,P4_2mc1',105.2.872,P4_2mc1'
873,105.213,P4_2'm'c,105.3.873,P4_2'm'c
874,105.214,P4_2'mc',105.4.874,P4_2'mc'
875,105.215,P4_2m'c',105.5.875,P4_2m'c'
876,105.216,P_c4_2mc,99.10.832,P_2c4'mm'
877,105.217,P_C4_2mc,101.6.850,P_P4_2cm
878,105.218,P_I4_2mc,107.8.890,I_P4'mm'
879,106.219,P4_2bc,106.1.878,P4_2bc
880,106.220,P4_2bc1',106.2.879,P4_2bc1'
881,106.221,P4_2'b'c,106.3.880,P4_2'b'c
882,106.222,P4_2'bc',106.4.881,P4_2'bc'
883,106.223,P4_2b'c',106.5.882,P4_2b'c'
884,106.224,P_c4_2bc,100.8.843,P_2c4'bm'
885,106.225,P_C4_2bc,101.7.851,P_P4_2'cm'
886,106.226,P_I4_2bc,108.8.899,I_P4'cm'
887,107.227,I4mm,107.1.883,I4mm
888,107.228,I4mm1',107.2.884,I4mm1'
889,107.229,I4'm'm,107.3.885,I4'm'm
890,107.230,I4'mm',107.4.886,I4'mm'
891,107.231,I4m'm',107.5.887,I4m'm'
892,107.232,I_c4mm,99.8.830,P_I4mm
893,108.233,I4cm,108.1.892,I4cm
894,108.234,I4cm1',108.2.893,I4cm1'
895,108.235,I4'c'm,108.3.894,I4'c'm
896,108.236,I4'cm',108.4.895,I4'cm'
897,108.237,I4c'm',108.5.896,I4c'm'
898,108.238,I_c4cm,99.13.835,P_I4m'm'
899,109.239,I4_1md,109.1.901,I4_1md
900,109.240,I4_1md1',109.2.902,I4_1md1'
901,109.241,I4_1'm'd,109.3.903,I4_1'm'd
902,109.242,I4_1'md',109.4.904,I4_1'md'
903,109.243,I4_1m'd',109.5.905,I4_1m'd'
904,109.244,I_c4_1md,102.6.857,P_I4_2nm
905,110.245,I4_1cd,110.1.906,I4_1cd
906,110.246,I4_1cd1',110.2.907,I4_1cd1'
907,110.247,I4_1'c'd,110.3.908,I4_1'c'd
908,110.248,I4_1'cd',110.4.909,I4_1'cd'
909,110.249,I4_1c'd',110.5.910,I4_1c'd'
910,110.250,I_c4_1cd,102.7.858,P_I4_2n'm'
911,111.251,P-42m,111.1.911,P-42m
912,111.252,P-42m1',111.2.912,P-42m1'
913,111.253,P-4'2'm,111.3.913,P-4'2'm
914,111.254,P-4'2m',111.4.914,P-4'2m'
915,111.255,P-42'm',111.5.915,P-42'm'
916,111.256,P_c-42m,111.6.916,P_2c-42m
917,111.257,P_C-42m,115.7.947,P_P-4m2
918,111.258,P_I-42m,121.6.990,I_P-42m
919,112.259,P-42c,112.1.922,P-42c
920,112.260,P-42c1',112.2.923,P-42c1'
921,112.261,P-4'2'c,112.3.924,P-4'2'c
922,112.262,P-4'2c',112.4.925,P-4'2c'
923,112.263,P-42'c',112.5.926,P-42'c'
924,112.264,P_c-42c,111.9.919,P_2c-42'm'
925,112.265,P_C-42c,116.6.956,P_P-4c2
926,112.266,P_I-42c,121.8.992,I_P-4'2m'
927,113.267,P-42_1m,113.1.929,P-42_1m
928,113.268,P-42_1m1',113.2.930,P-42_1m1'
929,113.269,P-4'2_1'm,113.3.931,P-4'2_1'm
930,113.270,P-4'2_1m',113.4.932,P-4'2_1m'
931,113.271,P-42_1'm',113.5.933,P-42_1'm'
932,113.272,P_c-42_1m,113.6.934,P_2c-42_1m
933,113.273,P_C-42_1m,115.10.950,P_P-4'm2'
934,113.274,P_I-42_1m,121.7.991,I_P-4'2'm
935,114.275,P-42_1c,114.1.936,P-42_1c
936,114.276,P-42_1c1',114.2.937,P-42_1c1'
937,114.277,P-4'2_1'c,114.3.938,P-4'2_1'c
938,114.278,P-4'2_1c',114.4.939,P-4'2_1c'
939,114.279,P-42_1'c',114.5.940,P-42_1'c'
940,114.280,P_c-42_1c,113.7.935,P_2c-4'2_1m'
941,114.281,P_C-42_1c,116.7.957,P_P-4'c2'
942,114.282,P_I-42_1c,121.9.993,I_P-42'm'
943,115.283,P-4m2,115.1.941,P-4m2
944,115.284,P-4m21',115.2.942,P-4m21'
945,115.285,P-4'm'2,115.3.943,P-4'm'2
946,115.286,P-4'm2',115.4.944,P-4'm2'
947,115.287,P-4m'2',115.5.945,P-4m'2'
948,115.288,P_c-4m2,115.6.946,P_2c-4m2
949,115.289,P_C-4m2,111.7.917,P_P-42m
950,115.290,P_I-4m2,119.6.976,I_P-4m2
951,116.291,P-4c2,116.1.951,P-4c2
952,116.292,P-4c21',116.2.952,P-4c21'
953,116.293,P-4'c'2,116.3.953,P-4'c'2
954,116.294,P-4'c2',116.4.954,P-4'c2'
955,116.295,P-4c'2',116.5.955,P-4c'2'
956,116.296,P_c-4c2,115.9.949,P_2c-4'm'2
957,116.297,P_C-4c2,112.6.927,P_P-42c
958,116.298,P_I-4c2,120.6.983,I_P-4c2
959,117.299,P-4b2,117.1.958,P-4b2
960,117.300,P-4b21',117.2.959,P-4b21'
961,117.301,P-4'b'2,117.3.960,P-4'b'2
962,117.302,P-4'b2',117.4.961,P-4'b2'
963,117.303,P-4b'2',117.5.962,P-4b'2'
964,117.304,P_c-4b2,117.6.963,P_2c-4b2
965,117.305,P_C-4b2,111.10.920,P_P-4'2m'
966,117.306,P_I-4b2,120.7.984,I_P-4c'2'
967,118.307,P-4n2,118.1.965,P-4n2
968,118.308,P-4n21',118.2.966,P-4n21'
969,118.309,P-4'n'2,118.3.967,P-4'n'2
970,118.310,P-4'n2',118.4.968,P-4'n2'
971,118.311,P-4n'2',118.5.969,P-4n'2'
972,118.312,P_c-4n2,117.7.964,P_2c-4'b'2
973,118.313,P_C-4n2,112.7.928,P_P-4'2c'
974,118.314,P_I-4n2,119.7.977,I_P-4'm'2
975,119.315,I-4m2,119.1.971,I-4m2
976,119.316,I-4m21',119.2.972,I-4m21'
977,119.317,I-4'm'2,119.3.973,I-4'm'2
978,119.318,I-4'm2',119.4.974,I-4'm2'
979,119.319,I-4m'2',119.5.975,I-4m'2'
980,119.320,I_c-4m2,111.8.918,P_I-42m
981,120.321,I-4c2,120.1.978,I-4c2
982,120.322,I-4c21',120.2.979,I-4c21'
983,120.323,I-4'c'2,120.3.980,I-4'c'2
984,120.324,I-4'c2',120.4.981,I-4'c2'
985,120.325,I-4c'2',120.5.982,I-4c'2'
986,120.326,I_c-4c2,111.11.921,P_I-4'2m'
987,121.327,I-42m,121.1.985,I-42m
988,121.328,I-42m1',121.2.986,I-42m1'
989,121.329,I-4'2'm,121.3.987,I-4'2'm
990,121.330,I-4'2m',121.4.988,I-4'2m'
991,121.331,I-42'm',121.5.989,I-42'm'
992,121.332,I_c-42m,115.8.948,P_I-4m2
993,122.333,I-42d,122.1.994,I-42d
994,122.334,I-42d1',122.2.995,I-42d1'
995,122.335,I-4'2'd,122.3.996,I-4'2'd
996,122.336,I-4'2d',122.4.997,I-4'2d'
997,122.337,I-42'd',122.5.998,I-42'd'
998,122.338,I_c-42d,118.6.970,P_I-4n2
999,123.339,P4/mmm,123.1.999,P4/mmm
1000,123.340,P4/mmm1',123.2.1000,P4/mmm1'
1001,123.341,P4/m'mm,123.3.1001,P4/m'mm
1002,123.342,P4'/mm'm,123.4.1002,P4'/mm'm
1003,123.343,P4'/mmm',123.5.1003,P4'/mmm'
1004,123.344,P4'/m'm'm,123.6.1004,P4'/m'm'm
1005,123.345,P4/mm'm',123.7.1005,P4/mm'm'
1006,123.346,P4'/m'mm',123.8.1006,P4'/m'mm'
1007,123.347,P4/m'm'm',123.9.1007,P4/m'm'm'
1008,123.348,P_c4/mmm,123.10.1008,P_2c4/mmm
1009,123.349,P_C4/mmm,123.11.1009,P_P4/mmm
1010,123.350,P_I4/mmm,139.10.1188,I_P4/mmm
1011,124.351,P4/mcc,124.1.1018,P4/mcc
1012,124.352,P4/mcc1',124.2.1019,P4/mcc1'
1013,124.353,P4/m'cc,124.3.1020,P4/m'cc
1014,124.354,P4'/mc'c,124.4.1021,P4'/mc'c
1015,124.355,P4'/mcc',124.5.1022,P4'/mcc'
1016,124.356,P4'/m'c'c,124.6.1023,P4'/m'c'c
1017,124.357,P4/mc'c',124.7.1024,P4/mc'c'
1018,124.358,P4'/m'cc',124.8.1025,P4'/m'cc'
1019,124.359,P4/m'c'c',124.9.1026,P4/m'c'c'
1020,124.360,P_c4/mcc,123.15.1013,P_2c4/mm'm'
1021,124.361,P_C4/mcc,124.10.1027,P_P4/mcc
1022,124.362,P_I4/mcc,140.10.1205,I_P4/mcm
1023,125.363,P4/nbm,125.1.1031,P4/nbm
1024,125.364,P4/nbm1',125.2.1032,P4/nbm1'
1025,125.365,P4/n'bm,125.3.1033,P4/n'bm
1026,125.366,P4'/nb'm,125.4.1034,P4'/nb'm
1027,125.367,P4'/nbm',125.5.1035,P4'/nbm'
1028,125.368,P4'/n'b'm,125.6.1036,P4'/n'b'm
1029,125.369,P4/nb'm',125.7.1037,P4/nb'm'
1030,125.370,P4'/n'bm',125.8.1038,P4'/n'bm'
1031,125.371,P4/n'b'm',125.9.1039,P4/n'b'm'
1032,125.372,P_c4/nbm,125.10.1040,P_2c4/nbm
1033,125.373,P_C4/nbm,123.18.1016,P_P4'/m'mm'
1034,125.374,P_I4/nbm,140.17.1212,I_P4/m'c'm'
1035,126.375,P4/nnc,126.1.1044,P4/nnc
1036,126.376,P4/nnc1',126.2.1045,P4/nnc1'
1037,126.377,P4/n'nc,126.3.1046,P4/n'nc
1038,126.378,P4'/nn'c,126.4.1047,P4'/nn'c
1039,126.379,P4'/nnc',126.5.1048,P4'/nnc'
1040,126.380,P4'/n'n'c,126.6.1049,P4'/n'n'c
1041,126.381,P4/nn'c',126.7.1050,P4/nn'c'
1042,126.382,P4'/n'nc',126.8.1051,P4'/n'nc'
1043,126.383,P4/n'n'c',126.9.1052,P4/n'n'c'
1044,126.384,P_c4/nnc,125.13.1043,P_2c4/nb'm'
1045,126.385,P_C4/nnc,124.13.1030,P_P4'/m'cc'
1046,126.386,P_I4/nnc,139.17.1195,I_P4/m'm'm'
1047,127.387,P4/mbm,127.1.1053,P4/mbm
1048,127.388,P4/mbm1',127.2.1054,P4/mbm1'
1049,127.389,P4/m'bm,127.3.1055,P4/m'bm
1050,127.390,P4'/mb'm,127.4.1056,P4'/mb'm
1051,127.391,P4'/mbm',127.5.1057,P4'/mbm'
1052,127.392,P4'/m'b'm,127.6.1058,P4'/m'b'm
1053,127.393,P4/mb'm',127.7.1059,P4/mb'm'
1054,127.394,P4'/m'bm',127.8.1060,P4'/m'bm'
1055,127.395,P4/m'b'm',127.9.1061,P4/m'b'm'
1056,127.396,P_c4/mbm,127.10.1062,P_2c4/mbm
1057,127.397,P_C4/mbm,123.17.1015,P_P4'/mmm'
1058,127.398,P_I4/mbm,140.15.1210,I_P4/mc'm'
1059,128.399,P4/mnc,128.1.1066,P4/mnc
1060,128.400,P4/mnc1',128.2.1067,P4/mnc1'
1061,128.401,P4/m'nc,128.3.1068,P4/m'nc
1062,128.402,P4'/mn'c,128.4.1069,P4'/mn'c
1063,128.403,P4'/mnc',128.5.1070,P4'/mnc'
1064,128.404,P4'/m'n'c,128.6.1071,P4'/m'n'c
1065,128.405,P4/mn'c',128.7.1072,P4/mn'c'
1066,128.406,P4'/m'nc',128.8.1073,P4'/m'nc'
1067,128.407,P4/m'n'c',128.9.1074,P4/m'n'c'
1068,128.408,P_c4/mnc,127.13.1065,P_2c4/mb'm'
1069,128.409,P_C4/mnc,124.12.1029,P_P4'/mcc'
1070,128.410,P_I4/mnc,139.15.1193,I_P4/mm'm'
1071,129.411,P4/nmm,129.1.1075,P4/nmm
1072,129.412,P4/nmm1',129.2.1076,P4/nmm1'
1073,129.413,P4/n'mm,129.3.1077,P4/n'mm
1074,129.414,P4'/nm'm,129.4.1078,P4'/nm'm
1075,129.415,P4'/nmm',129.5.1079,P4'/nmm'
1076,129.416,P4'/n'm'm,129.6.1080,P4'/n'm'm
1077,129.417,P4/nm'm',129.7.1081,P4/nm'm'
1078,129.418,P4'/n'mm',129.8.1082,P4'/n'mm'
1079,129.419,P4/n'm'm',129.9.1083,P4/n'm'm'
1080,129.420,P_c4/nmm,129.10.1084,P_2c4/nmm
1081,129.421,P_C4/nmm,123.16.1014,P_P4/m'mm
1082,129.422,P_I4/nmm,139.11.1189,I_P4/m'mm
1083,130.423,P4/ncc,130.1.1088,P4/ncc
1084,130.424,P4/ncc1',130.2.1089,P4/ncc1'
1085,130.425,P4/n'cc,130.3.1090,P4/n'cc
1086,130.426,P4'/nc'c,130.4.1091,P4'/nc'c
1087,130.427,P4'/ncc',130.5.1092,P4'/ncc'
1088,130.428,P4'/n'c'c,130.6.1093,P4'/n'c'c
1089,130.429,P4/nc'c',130.7.1094,P4/nc'c'
1090,130.430,P4'/n'cc',130.8.1095,P4'/n'cc'
1091,130.431,P4/n'c'c',130.9.1096,P4/n'c'c'
1092,130.432,P_c4/ncc,129.13.1087,P_2c4/nm'm'
1093,130.433,P_C4/ncc,124.11.1028,P_P4/m'cc
1094,130.434,P_I4/ncc,140.11.1206,I_P4/m'cm
1095,131.435,P4_2/mmc,131.1.1097,P4_2/mmc
1096,131.436,P4_2/mmc1',131.2.1098,P4_2/mmc1'
1097,131.437,P4_2/m'mc,131.3.1099,P4_2/m'mc
1098,131.438,P4_2'/mm'c,131.4.1100,P4_2'/mm'c
1099,131.439,P4_2'/mmc',131.5.1101,P4_2'/mmc'
1100,131.440,P4_2'/m'm'c,131.6.1102,P4_2'/m'm'c
1101,131.441,P4_2/mm'c',131.7.1103,P4_2/mm'c'
1102,131.442,P4_2'/m'mc',131.8.1104,P4_2'/m'mc'
1103,131.443,P4_2/m'm'c',131.9.1105,P4_2/m'm'c'
1104,131.444,P_c4_2/mmc,123.14.1012,P_2c4'/mmm'
1105,131.445,P_C4_2/mmc,132.10.1119,P_P4_2/mcm
1106,131.446,P_I4_2/mmc,139.13.1191,I_P4'/mmm'
1107,132.447,P4_2/mcm,132.1.1110,P4_2/mcm
1108,132.448,P4_2/mcm1',132.2.1111,P4_2/mcm1'
1109,132.449,P4_2/m'cm,132.3.1112,P4_2/m'cm
1110,132.450,P4_2'/mc'm,132.4.1113,P4_2'/mc'm
1111,132.451,P4_2'/mcm',132.5.1114,P4_2'/mcm'
1112,132.452,P4_2'/m'c'm,132.6.1115,P4_2'/m'c'm
1113,132.453,P4_2/mc'm',132.7.1116,P4_2/mc'm'
1114,132.454,P4_2'/m'cm',132.8.1117,P4_2'/m'cm'
1115,132.455,P4_2/m'c'm',132.9.1118,P4_2/m'c'm'
1116,132.456,P_c4_2/mcm,123.13.1011,P_2c4'/mm'm
1117,132.457,P_C4_2/mcm,131.10.1106,P_P4_2/mmc
1118,132.458,P_I4_2/mcm,140.13.1208,I_P4'/mcm'
1119,133.459,P4_2/nbc,133.1.1123,P4_2/nbc
1120,133.460,P4_2/nbc1',133.2.1124,P4_2/nbc1'
1121,133.461,P4_2/n'bc,133.3.1125,P4_2/n'bc
1122,133.462,P4_2'/nb'c,133.4.1126,P4_2'/nb'c
1123,133.463,P4_2'/nbc',133.5.1127,P4_2'/nbc'
1124,133.464,P4_2'/n'b'c,133.6.1128,P4_2'/n'b'c
1125,133.465,P4_2/nb'c',133.7.1129,P4_2/nb'c'
1126,133.466,P4_2'/n'bc',133.8.1130,P4_2'/n'bc'
1127,133.467,P4_2/n'b'c',133.9.1131,P4_2/n'b'c'
1128,133.468,P_c4_2/nbc,125.12.1042,P_2c4'/nbm'
1129,133.469,P_C4_2/nbc,132.13.1122,P_P4_2'/m'cm'
1130,133.470,P_I4_2/nbc,140.14.1209,I_P4'/m'c'm
1131,134.471,P4_2/nnm,134.1.1132,P4_2/nnm
1132,134.472,P4_2/nnm1',134.2.1133,P4_2/nnm1'
1133,134.473,P4_2/n'nm,134.3.1134,P4_2/n'nm
1134,134.474,P4_2'/nn'm,134.4.1135,P4_2'/nn'm
1135,134.475,P4_2'/nnm',134.5.1136,P4_2'/nnm'
1136,134.476,P4_2'/n'n'm,134.6.1137,P4_2'/n'n'm
1137,134.477,P4_2/nn'm',134.7.1138,P4_2/nn'm'
1138,134.478,P4_2'/n'nm',134.8.1139,P4_2'/n'nm'
1139,134.479,P4_2/n'n'm',134.9.1140,P4_2/n'n'm'
1140,134.480,P_c4_2/nnm,125.11.1041,P_2c4'/nb'm
1141,134.481,P_C4_2/nnm,131.13.1109,P_P4_2'/m'mc'
1142,134.482,P_I4_2/nnm,139.14.1192,I_P4'/m'm'm
1143,135.483,P4_2/mbc,135.1.1143,P4_2/mbc
1144,135.484,P4_2/mbc1',135.2.1144,P4_2/mbc1'
1145,135.485,P4_2/m'bc,135.3.1145,P4_2/m'bc
1146,135.486,P4_2'/mb'c,135.4.1146,P4_2'/mb'c
1147,135.487,P4_2'/mbc',135.5.1147,P4_2'/mbc'
1148,135.488,P4_2'/m'b'c,135.6.1148,P4_2'/m'b'c
1149,135.489,P4_2/mb'c',135.7.1149,P4_2/mb'c'
1150,135.490,P4_2'/m'bc',135.8.1150,P4_2'/m'bc'
1151,135.491,P4_2/m'b'c',135.9.1151,P4_2/m'b'c'
1152,135.492,P_c4_2/mbc,127.12.1064,P_2c4'/mbm'
1153,135.493,P_C4_2/mbc,132.12.1121,P_P4_2'/mcm'
1154,135.494,P_I4_2/mbc,140.12.1207,I_P4'/mc'm
1155,136.495,P4_2/mnm,136.1.1152,P4_2/mnm
1156,136.496,P4_2/mnm1',136.2.1153,P4_2/mnm1'
1157,136.497,P4_2/m'nm,136.3.1154,P4_2/m'nm
1158,136.498,P4_2'/mn'm,136.4.1155,P4_2'/mn'm
1159,136.499,P4_2'/mnm',136.5.1156,P4_2'/mnm'
1160,136.500,P4_2'/m'n'm,136.6.1157,P4_2'/m'n'm
1161,136.501,P4_2/mn'm',136.7.1158,P4_2/mn'm'
1162,136.502,P4_2'/m'nm',136.8.1159,P4_2'/m'nm'
1163,136.503,P4_2/m'n'm',136.9.1160,P4_2/m'n'm'
1164,136.504,P_c4_2/mnm,127.11.1063,P_2c4'/mb'm
1165,136.505,P_C4_2/mnm,131.12.1108,P_P4_2/mm'c'
1166,136.506,P_I4_2/mnm,139.12.1190,I_P4'/mm'm
1167,137.507,P4_2/nmc,137.1.1161,P4_2/nmc
1168,137.508,P4_2/nmc1',137.2.1162,P4_2/nmc1'
1169,137.509,P4_2/n'mc,137.3.1163,P4_2/n'mc
1170,137.510,P4_2'/nm'c,137.4.1164,P4_2'/nm'c
1171,137.511,P4_2'/nmc',137.5.1165,P4_2'/nmc'
1172,137.512,P4_2'/n'm'c,137.6.1166,P4_2'/n'm'c
1173,137.513,P4_2/nm'c',137.7.1167,P4_2/nm'c'
1174,137.514,P4_2'/n'mc',137.8.1168,P4_2'/n'mc'
1175,137.515,P4_2/n'm'c',137.9.1169,P4_2/n'm'c'
1176,137.516,P_c4_2/nmc,129.12.1086,P_2c4'/nmm'
1177,137.517,P_C4_2/nmc,132.11.1120,P_P4_2/m'cm
1178,137.518,P_I4_2/nmc,139.16.1194,I_P4'/m'mm'
1179,138.519,P4_2/ncm,138.1.1170,P4_2/ncm
1180,138.520,P4_2/ncm1',138.2.1171,P4_2/ncm1'
1181,138.521,P4_2/n'cm,138.3.1172,P4_2/n'cm
1182,138.522,P4_2'/nc'm,138.4.1173,P4_2'/nc'm
